"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","mturkcode","Q39","Q86","Q46","Q129_1","Q129_2","Q129_3","Q129_4","NP_H_1","NP_C_2","Q40","Q41","Q71","Q47","Q48","Q243_1","Q243_2","Q243_3","Q243_4","Q244","Q245","Q246","Q247","Q249","Q56","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","Q38","Q42","Q44","Q46.0","Q48.0","Q50","Q41.0","Q2","Q3","Q4","Q79","Q6","Q50.0","DO_BR_FL_6yTYxOmURd7ewO9","DO_BL_simulation","DO_BL_priming","DO_BL_Choices","LocationLatitude","LocationLongitude","LocationAccuracy","hot_cold","condition","A4rev","A6rev","A10rev","choices"
"R_2U9nD9oaGxs67oJ","Default Response Set","Anonymous","","","173.239.232.24","0",2017-08-24 12:27:06,2017-08-24 12:34:05,1,"965002",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,8.046,17.303,30.7,3,NA,1,NA,NA,"This photo perfectly captures the beauty of winter gives me warm feelings of the Christmas season.",1,4,8,9,4,5,5,5,6,4,3,1,6,6,7,5,6,9,1,2,30,76,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|5|8|10|2|9|7|6|3|4|1","33.019805908203","-96.69889831543","-1",1,2,6,5,7,6.6
"R_3qZR1vXUQrfvOUG","Default Response Set","Anonymous","","","169.48.73.104","0",2017-08-24 12:31:29,2017-08-24 12:34:16,1,"787565",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,15.236,16.238,30.482,2,NA,NA,1,NA,"I thought the quality was pretty good. It was not ideal and could have been a bit sharper/more clear but it was still pretty good",1,1,1,1,1,1,9,1,1,9,1,1,7,7,9,8,5,1,1,2,30,78,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|7|5|2|9|6|3|8|4|10|1","52.382400512695","4.8995056152344","-1",2,2,9,1,9,4.2
"R_3LhRSToa8hGPfrx","Default Response Set","Anonymous","","","199.115.116.183","0",2017-08-24 12:30:21,2017-08-24 12:34:16,1,"885833",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,31.076,0,NA,NA,1,NA,"I think it's a good photo.  It is sharp, and the colors are vivid.  When I looked at it, my eyes were drawn in to the center where the lava is.",1,1,8,7,1,2,4,9,5,2,5,1,4,1,1,2,7,4,1,2,44,70,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|6|5|2|10|4|1|8|7|9|3","38.770095825195","-77.632102966309","-1",2,2,9,6,5,6.4
"R_1dntjhL6UwoIIWk","Default Response Set","Anonymous","","","45.48.226.100","0",2017-08-24 12:13:28,2017-08-24 12:34:20,1,"921496",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.875,0,NA,NA,1,NA,"The photo was really high quality. The red colors were sharp and highly visible.",1,5,7,7,5,5,3,5,6,4,4,1,6,3,5,4,6,2,1,1,32,70,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|2|3|6|5|8|7|4|10|9|1","34.076400756836","-118.26260375977","-1",2,2,5,7,6,6.2
"R_D2FUZMNmWKDjUwp","Default Response Set","Anonymous","","","71.75.34.150","0",2017-08-24 12:27:17,2017-08-24 12:34:40,1,"934779",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.46,0,NA,NA,NA,1,"At first it looked good, but if you look closely it wasnt very sharp. The details were muted.  The color was OK.  I would say overall, it was a very ordinary picture and not all that great.",1,1,7,1,4,7,8,1,1,5,1,1,6,7,9,1,9,3,1,1,47,75,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|6|4|2|8|9|5|7|1|3|10","35.464706420898","-81.576202392578","-1",1,2,6,2,9,3.8
"R_31GgfTc2UUL5hYy","Default Response Set","Anonymous","","","50.24.98.165","0",2017-08-24 12:33:42,2017-08-24 12:35:29,1,"845755",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,12.913,12.913,30.46,1,NA,NA,NA,1,"It was low quality.",1,9,9,1,9,1,9,9,1,1,9,1,1,9,1,1,9,9,1,1,30,90,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|6|8|3|5|7|9|2|10|1|4","30.567001342773","-96.283699035645","-1",1,2,1,1,1,1
"R_2CE7B3PzSAjAbIW","Default Response Set","Anonymous","","","70.140.24.236","0",2017-08-24 12:23:39,2017-08-24 12:36:23,1,"851195",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.756,0,NA,NA,1,NA,"i thought the quility was really good. it was sharp and focused well",1,1,1,1,9,1,1,9,9,1,1,1,7,6,4,6,5,7,1,2,44,72,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|6|1|9|7|10|2|3|8|4|5","29.915603637695","-95.649101257324","-1",2,2,1,9,9,5.8
"R_2D6R49tM4z0hDHJ","Default Response Set","Anonymous","","","75.168.43.11","0",2017-08-24 12:32:05,2017-08-24 12:36:28,1,"869603",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.883,0,NA,1,NA,NA,"I thought the quality was only average. It seemed like it wasn't a very sharp image. The green from the trees didn't really pop out in contrast to the white snow. Ultimately, there wasn't enough back light to take a quality image. It was very ""grey"" lookig and dull overall.",1,7,4,9,1,9,1,9,1,2,1,1,4,5,3,3,7,7,1,1,42,65,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|3|1|9|7|2|8|5|4|6|10","45.072402954102","-93.187400817871","-1",1,2,9,9,9,7.4
"R_2P1d785itgl1YHv","Default Response Set","Anonymous","","","73.209.251.141","0",2017-08-24 12:33:09,2017-08-24 12:37:09,1,"967355",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.442,0,1,NA,NA,NA,"The resolution was low, if you looked closely you could see the blurs throughout the photo. The colors were brown and orange without much variation. It is not a high quality photo.",1,2,1,5,3,6,8,8,7,1,4,1,6,4,8,2,9,3,1,1,24,83,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|10|5|3|8|7|1|4|6|9|2","41.735107421875","-88.044700622559","-1",2,2,7,2,6,5.4
"R_2v1fJkP6IOg6VzI","Default Response Set","Anonymous","","","75.141.121.95","0",2017-08-24 12:20:07,2017-08-24 12:38:16,1,"979980",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.553,0,NA,1,NA,NA,"I thought it was a really good photo.  It came out really clear and really captured the area",1,1,9,9,1,1,9,9,1,9,1,1,5,6,5,1,9,7,1,1,35,75,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|10|6|2|9|1|3|7|5|8|4","33.968002319336","-117.31939697266","-1",1,2,9,1,9,5.8
"R_1g77d9rmJ3Awkj7","Default Response Set","Anonymous","","","174.53.4.82","0",2017-08-24 12:35:50,2017-08-24 12:39:19,1,"888177",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,8.314,30.09,30.982,2,NA,1,NA,NA,"The photo is dark, but I believe it is an artistic choice.  It is of fine quality.",1,9,9,1,1,9,1,9,1,1,1,1,5,6,8,2,9,6,1,2,49,70,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|6|7|3|8|9|10|1|5|4|2","34.803604125977","-92.244400024414","-1",1,2,9,9,9,5.8
"R_tGVjWU6hTJdJTPj","Default Response Set","Anonymous","","","75.98.102.136","0",2017-08-24 12:36:51,2017-08-24 12:39:34,1,"810875",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,1.711,13.06,30.758,13,1,NA,NA,NA,"The color was very single-toned, which perhaps may add to the photo. The orange red tone is very striking and makes it very unique.",1,9,9,1,9,9,9,5,1,1,9,1,5,1,1,4,6,2,1,2,21,72,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|4|8|1|7|3|2|5|10|9|6","37.170196533203","-93.329696655273","-1",2,2,1,1,1,1
"R_2PAmmqg7nc1pbD0","Default Response Set","Anonymous","","","196.52.39.14","0",2017-08-24 12:36:48,2017-08-24 12:40:03,1,"878703",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,5.52,5.52,30.437,1,NA,NA,NA,1,"The quality of the picture is lacking. It seems a little grainy near where the ice and water meet. I think otherwise with a little less grain it would be a high quality photo.",1,1,1,1,9,9,9,9,1,1,1,1,9,1,1,1,9,1,1,1,34,72,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|2|10|5|3|1|7|6|9|8|4","33.448394775391","-112.07399749756","-1",1,2,1,1,9,2.6
"R_5c39DkIyiw0QJgx","Default Response Set","Anonymous","","","112.202.162.233","0",2017-08-24 12:31:58,2017-08-24 12:40:09,1,"990225",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30,0,NA,1,NA,NA,"i think it has a great resolution.very clear",1,1,6,9,4,1,3,9,2,1,9,1,3,4,4,5,7,9,1,1,26,70,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|8|5|7|10|1|4|9|3|6|2","14.649200439453","120.98260498047","-1",1,2,6,7,1,5
"R_3qdnfKgszSsi7va","Default Response Set","Anonymous","","","47.44.39.130","0",2017-08-24 12:37:38,2017-08-24 12:40:22,1,"936713",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,30.393,30.393,30.509,1,NA,NA,1,NA,"The quality is beautiful. There was a nice harmony between the contrast of dark and orange colors.",1,9,1,9,9,9,9,9,1,9,9,1,7,6,7,6,4,7,1,2,30,68,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|5|2|4|9|3|6|10|8|1|7","43.108200073242","-89.270599365234","-1",2,2,1,1,1,2.6
"R_1im0QkBiH9pXcMz","Default Response Set","Anonymous","","","72.130.216.130","0",2017-08-24 12:17:05,2017-08-24 12:42:12,1,"971078",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.489,0,NA,1,NA,NA,"I thought it was a decent quality photo.  Everything was clear and pretty sharp.  Really hard to judge the color quality because there wasn't that much variety of colors in the picture.  Overall I thought it was a really nice picture.",1,8,3,8,2,3,4,8,8,2,3,1,5,6,6,5,7,7,1,2,51,70,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|7|9|10|6|5|2|8|3|1|4","21.298294067383","-157.79190063477","-1",1,2,8,6,7,7.4
"R_1pMXYB5rT9LcLSl","Default Response Set","Anonymous","","","76.106.103.160","0",2017-08-24 12:40:01,2017-08-24 12:43:07,1,"902643",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,14.914,27.509,30.818,2,NA,NA,NA,1,"The quality was ok. It looked a little distorted.",1,4,3,6,6,5,9,3,6,3,5,1,9,1,1,1,9,9,1,2,29,76,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|6|10|9|7|5|3|2|8|1|4","38.832397460938","-76.908401489258","-1",1,2,4,1,5,4.4
"R_3JyMistmwHQKDTT","Default Response Set","Anonymous","","","76.107.22.36","0",2017-08-24 12:39:02,2017-08-24 12:44:07,1,"953821",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,12.542,12.79,30.712,2,NA,NA,1,NA,"high quality.  Bright colors were vivid and details were great",1,9,1,1,9,1,5,9,1,9,1,1,8,6,1,4,4,8,1,1,38,70,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|4|2|6|5|8|9|1|7|10|3","32.394302368164","-93.728500366211","-1",2,2,1,5,9,3.4
"R_1HqnEHQJuM4ffXm","Default Response Set","Anonymous","","","24.31.136.233","0",2017-08-24 12:42:09,2017-08-24 12:44:45,1,"818438",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.64,0,1,NA,NA,NA,"It's very arid in that deser, the color scheme is a nice copper. I like the quality of that picture, it has high details in the cracks and really shows the true color scheme you would get if you were there. A nice orange color scheme.",1,7,7,3,7,7,5,7,7,5,5,1,6,4,5,4,6,6,1,1,23,60,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|8|7|9|6|2|4|3|1|10|5","44.033599853516","-70.75700378418","-1",2,2,3,5,5,4.6
"R_2Y54JXevbbb0FLg","Default Response Set","Anonymous","","","97.124.109.93","0",2017-08-24 12:43:34,2017-08-24 12:46:03,1,"948505",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,5.221,5.221,33.341,1,NA,1,NA,NA,"It was very high quality.",1,5,5,7,6,7,5,6,4,4,6,1,6,6,4,7,7,6,1,1,27,81,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|10|9|1|3|7|8|4|6|5|2","33.302993774414","-111.76399993896","-1",1,2,4,5,4,4.8
"R_1Oq0G2ep0bLEiV2","Default Response Set","Anonymous","","","132.147.20.195","0",2017-08-24 12:43:04,2017-08-24 12:46:36,1,"872365",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,30.873,30.873,30.914,1,NA,1,NA,NA,"I thought it was very high quality. Though the color was largely white, there were many various shapes and colors across the pic in shadows and such. It was high quality and vibrant. It was clear and well taken.",1,6,2,1,4,7,1,7,1,1,1,1,5,3,3,1,9,9,1,1,29,75,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|1|6|4|8|10|9|3|2|5|7","33.598205566406","-81.671203613281","-1",1,2,6,9,9,5.2
"R_sCnmrNk6u6Nqcxz","Default Response Set","Anonymous","","","67.189.6.219","0",2017-08-24 12:43:39,2017-08-24 12:46:52,1,"916106",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.438,0,NA,NA,NA,1,"It was a well composed photo, but the resolution was a little low. The subject was beautiful though, as was the use of light. Overall, it was a quality photo.",1,9,9,9,1,2,9,9,2,9,1,1,6,8,8,8,8,2,1,2,31,70,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|7|9|8|1|5|6|3|4|10|2","45.402297973633","-122.61470031738","-1",1,2,9,1,9,6
"R_2diFzYu3rikGBT2","Default Response Set","Anonymous","","","50.251.235.19","0",2017-08-24 12:47:38,2017-08-24 12:49:34,1,"868675",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0.024,0.024,30.433,1,NA,NA,1,NA,"It was pretty good. Good lighting and no pixelation.",1,9,9,5,1,5,5,5,9,5,1,1,5,5,5,5,5,1,1,1,28,70,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|8|7|4|9|10|5|1|6|2|3","47.111999511719","-122.76519775391","-1",2,2,9,5,9,7.4
"R_DGit3rWA3yfILqV","Default Response Set","Anonymous","","","107.77.241.10","0",2017-08-24 12:47:59,2017-08-24 12:51:13,1,"798766",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,1.691,1.691,30.708,1,NA,NA,NA,1,"beautiful and inspiring photo",1,3,8,8,3,6,3,8,7,4,7,1,5,4,8,6,7,9,1,1,24,73,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|5|3|9|7|1|10|6|2|4|8","38.895095825195","-77.036399841309","-1",1,2,7,7,3,6.4
"R_3qwAP5P5FAvRpbN","Default Response Set","Anonymous","","","75.80.27.120","0",2017-08-24 12:44:01,2017-08-24 12:51:23,1,"801414",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.487,0,1,NA,NA,NA,"I thought the resolution was fairly low and not as crisp as it could have been. A multitude of colors were evident but not vibrant.",1,9,9,8,3,8,3,3,9,2,1,1,6,3,3,1,9,7,1,1,40,70,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|4|9|8|2|1|7|6|10|3|5","33.117599487305","-117.16500091553","-1",2,2,7,7,9,8
"R_RVWdgiZdT9PtFGp","Default Response Set","Anonymous","","","107.219.126.149","0",2017-08-24 12:48:32,2017-08-24 12:51:42,1,"826160",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.647,0,NA,1,NA,NA,"I thought it seemed rather dark but that could be to the time of day in which the photo was taken. As far as subject matter and overall quality of the photo, I felt it was overall very nice. 
",1,1,1,9,6,9,1,9,1,1,1,1,5,6,7,1,9,2,1,1,40,71,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|4|2|3|9|7|10|1|8|6|5","41.589492797852","-88.057800292969","-1",1,2,4,9,9,6.4
"R_NWPsSNsRJYVxfhL","Default Response Set","Anonymous","","","68.0.240.69","0",2017-08-24 12:49:51,2017-08-24 12:52:57,1,"869131",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,6.606,6.606,30.437,1,1,NA,NA,NA,"It seems like a random picture of a desert wasteland taken in poor lighting. There isn't really anything unique or anything that stands out in the photo. The massive amount of orange makes it really unpleasant to look at as well.",1,5,3,1,4,1,9,9,7,3,3,1,7,6,4,2,8,4,1,1,30,75,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|2|5|7|10|1|9|6|4|8|3","41.986602783203","-72.253402709961","-1",2,2,6,1,7,4.4
"R_2CZGycue7H3gUcV","Default Response Set","Anonymous","","","45.56.150.217","0",2017-08-24 12:46:07,2017-08-24 12:53:07,1,"830006",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,2.257,26.874,31.33,3,NA,NA,1,NA,"I think the quality is above average, the saturation of the colors is amazing, the contrast is good, apart from it being a little bit dark, the rest is okay.",1,9,1,8,1,8,5,1,2,7,2,1,7,5,4,1,8,6,1,1,24,70,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|10|7|3|6|2|1|4|9|8|5","38.774597167969","-75.139297485352","-1",2,2,9,5,8,6.4
"R_bp8jxtc0xynpuWB","Default Response Set","Anonymous","","","177.228.52.11","0",2017-08-24 12:50:34,2017-08-24 12:55:25,1,"985991",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.664,0,NA,1,NA,NA,"Very high quality, the colors really pop and the image is very clear",1,1,4,9,9,1,9,9,1,9,6,1,8,6,1,3,7,9,1,2,35,76,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|3|4|1|7|5|6|9|10|8|2","21.11669921875","-101.66670227051","-1",1,2,1,1,4,3.2
"R_2rVAzUYwW4z8qCG","Default Response Set","Anonymous","","","187.7.31.25","0",2017-08-24 12:54:10,2017-08-24 12:57:37,1,"972903",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,4.532,4.532,30.588,1,NA,NA,1,NA,"I thought it was pretty high quality.  If you looked close you could see a lot of fine details.  I dont think it was super high definition, but pretty good.",1,9,9,9,1,9,1,9,1,2,1,1,7,2,2,2,9,6,1,1,36,70,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|4|1|2|7|5|9|6|8|3|10","-27.590393066406","-48.575805664062","-1",2,2,9,9,9,7.4
"R_7O08fdIvZBgNazn","Default Response Set","Anonymous","","","136.61.83.179","0",2017-08-24 12:50:46,2017-08-24 12:58:21,1,"960995",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.48,0,1,NA,NA,NA," The photograph itself was good. The resolution was nothing special. The image was not particularly clear. There looked to be artifacts in the clouds but I couldn't tell for sure. Overall, the actually scene photographed is good but the image file qualityis only okay.",1,9,9,5,1,9,6,9,9,1,5,1,5,5,1,2,7,1,1,1,29,70,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|6|7|3|8|2|4|10|5|9|1","39.105804443359","-94.593299865723","-1",2,2,9,4,5,6.4
"R_YRe1gWZCBPlgcil","Default Response Set","Anonymous","","","174.49.195.102","0",2017-08-24 12:55:34,2017-08-24 12:59:48,1,"835331",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.786,0,NA,NA,NA,1,"The photo was of very good quality.  The blue colors were beautiful.  They way the ice and water looked together was spectacular.  I was surprised at how much I liked the photo.",1,3,3,7,1,6,3,8,2,3,1,1,6,6,5,3,8,2,1,2,38,71,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|5|6|9|3|7|2|4|1|8|10","39.917098999023","-76.725601196289","-1",1,2,9,7,9,6.8
"R_1oe7KSbyXAuJMcR","Default Response Set","Anonymous","","","172.125.123.24","0",2017-08-24 12:57:57,2017-08-24 13:00:27,1,"950498",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.639,0,1,NA,NA,NA,"It looked really good, very detailed.",1,1,1,1,9,1,1,1,9,1,1,1,5,7,7,5,6,6,1,1,25,76,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|7|1|6|3|10|4|5|8|9|2","30.286605834961","-81.514999389648","-1",2,2,1,9,9,5.8
"R_DP0EIHIM2iIp44h","Default Response Set","Anonymous","","","172.56.5.128","0",2017-08-24 12:43:28,2017-08-24 13:01:03,1,"918469",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,5.85,5.85,42.664,1,NA,NA,NA,1,"it was clear enough that it was obvious what was being shown, but the shaprness quality was less than great because there was no way to see the fine detail of the water or glaciers",1,1,1,9,1,1,1,1,1,1,5,1,7,6,5,3,9,8,1,2,36,77,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|3|6|5|4|1|10|2|7|8|9","37.751007080078","-97.821998596191","-1",1,2,9,9,5,6.6
"R_ekRDZEprp8tBF9n","Default Response Set","Anonymous","","","72.94.231.113","0",2017-08-24 12:49:51,2017-08-24 13:01:20,1,"891444",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,36.634,0,NA,NA,1,NA,"High quality photo where you can see very good detail. The color was vibrant and the cracks and waves were clear. Near the edges it is not quite as defined as it could be near the darker areas, but it didn't at all detract from the dynamic photo.",1,4,9,9,1,7,1,1,1,2,1,1,7,6,7,7,6,1,1,2,38,70,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|3|1|8|2|5|7|10|9|4|6","39.902496337891","-75.292900085449","-1",2,2,9,9,9,7.4
"R_wYtVYImxAkLYoRb","Default Response Set","Anonymous","","","73.90.209.35","0",2017-08-24 13:00:05,2017-08-24 13:03:31,1,"831465",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,10.711,11.16,30.52,2,NA,NA,1,NA,"The quality of the photo was strong dark and red but it was not overly sharp.",1,9,1,1,9,1,9,9,1,1,9,1,7,7,8,3,8,1,1,1,33,82,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|7|8|4|10|9|6|5|3|1|2","38.693206787109","-121.31159973145","-1",2,2,1,1,1,1
"R_3lTQetusaEPvcuB","Default Response Set","Anonymous","","","192.136.223.46","0",2017-08-24 13:03:29,2017-08-24 13:06:02,1,"897638",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.431,0,NA,1,NA,NA,"I thought it was a decent quality photo which clearly showed off part of an environment and the weather while leaving the viewer a lot to be desired.",1,1,8,1,1,1,1,8,9,2,2,1,7,4,4,6,8,2,1,1,32,72,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|7|9|5|2|10|1|6|3|8|4","32.62060546875","-97.090896606445","-1",1,2,9,9,8,7.2
"R_piXAnV9TumUt9Cx","Default Response Set","Anonymous","","","38.132.130.205","0",2017-08-24 13:09:08,2017-08-24 13:10:35,1,"865179",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,1.956,0,NA,NA,1,NA,"Low resolution yields less pixels but it's interesting content (albeit a bit oversaturated)",1,1,9,9,1,1,1,9,9,9,1,1,3,3,5,7,3,3,1,1,27,70,1,1,"priming","","Q47|Q48|Q243|Q246|Q249","Q56|8|2|4|3|5|9|1|10|6|7","36.354598999023","-81.472801208496","-1",2,2,9,9,9,9
"R_3fxg9EIrZxFdEKy","Default Response Set","Anonymous","","","98.165.51.109","0",2017-08-24 13:01:58,2017-08-24 13:12:24,1,"795370",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,4.798,4.798,30.424,1,NA,NA,NA,1,"I thought that the quality of the photo was average, not amazing resolution but acceptable for viewing casually.",1,1,9,1,9,1,9,9,9,1,9,1,5,5,5,1,9,9,1,1,27,79,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|6|8|4|3|7|9|2|5|1|10","33.572494506836","-112.05639648438","-1",1,2,1,1,1,2.6
"R_1nNiAeKBBVPvPPQ","Default Response Set","Anonymous","","","68.42.19.97","0",2017-08-24 13:20:15,2017-08-24 13:24:00,1,"958143",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.568,0,NA,NA,NA,1,"I think the photo is high quality. The colors are are beautiful and really stand out. It's a really beautiful picture.",1,1,9,1,5,1,9,7,1,1,6,1,6,6,1,9,3,4,1,2,35,75,1,1,"priming","","Q47|Q48|Q243|Q247|Q249","Q56|6|8|3|5|9|4|1|7|2|10","35.048599243164","-85.154998779297","-1",1,2,5,1,4,2.4
"R_p3OExNN2LvUzKGB","Default Response Set","Anonymous","","","199.116.153.82","0",2017-08-24 13:21:38,2017-08-24 13:24:27,1,"855055",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,32.786,0,NA,1,NA,NA,"It is of decent quality. The lighting in the photo makes it slightly harder to judge.",1,1,1,1,1,1,1,9,7,4,9,1,5,5,4,6,6,2,1,1,27,68,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|7|9|2|6|8|4|5|10|3|1","37.335403442383","-82.956596374512","-1",1,2,9,9,1,5.4
"R_1oikpS5dsdijUqH","Default Response Set","Anonymous","","","162.234.204.230","0",2017-08-24 13:18:24,2017-08-24 13:24:58,1,"900636",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.898,0,NA,1,NA,NA,"Almost all snowy pictures come out somewhat fuzzy. But I can tell that this was taken with a low quality camera. The foreground and the background blend with each other too much. Picture looks flat. A higher price camera would have picked up more details.",1,4,5,1,8,8,9,9,1,5,7,1,7,6,1,8,6,8,1,2,31,77,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|5|7|2|8|10|9|1|3|6|4","33.727096557617","-84.578498840332","-1",1,2,2,1,3,1.6
"R_0wh7FOa0eVWu6lj","Default Response Set","Anonymous","","","71.206.203.234","0",2017-08-24 13:21:49,2017-08-24 13:25:09,1,"842043",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,31.276,0,1,NA,NA,NA,"THis is cool.",1,6,6,7,5,6,7,6,5,6,5,1,6,5,6,6,6,6,1,2,27,72,1,1,"priming","","Q47|Q48|Q243|Q244|Q249","Q56|8|7|5|3|9|4|1|10|2|6","40.572799682617","-79.724800109863","-1",2,2,5,3,5,5
"R_2VdyIzbdAC6S1X1","Default Response Set","Anonymous","","","66.30.238.110","0",2017-08-24 13:31:24,2017-08-24 13:38:10,1,"885323",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",1,1,0,0,30.546,0,NA,1,NA,NA,"I think it was a high quality photo. It looked sharp and clear. I could see footprints in the snow over the bridge. The only thing I would say is that the contrast was a little dark and overall I wish the photo had some more brightness, but the quality wa excellent.",1,1,9,7,1,1,1,7,7,2,1,1,3,7,1,4,7,1,1,2,35,68,1,1,"priming","","Q47|Q48|Q243|Q245|Q249","Q56|10|8|9|2|5|1|6|3|4|7","41.681594848633","-72.940498352051","-1",1,2,9,9,9,8.2
